District,Center,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,soiltemp01,soiltemp04,soiltemp10,soiltemp20,soilmoisture01,soilmoisture04,soilmoisture10,soilmoisturevol01,soilmoisturevol04,soilmoisturevol10,soilmoisturevol20,
RUBAVU,Gisenyi,25.1,16.6,19.9,25.1,16.6,19.9,14.9,73.7,0.1,100,4.17,rain,0,0,29.5,18.4,304.5,1016,58.3,8.3,249.9,21.6,9,21.3,21.4,21.5,21.5,9.1,28,37.4,111,0.091,0.093,0.093,0.111
RUBAVU,Gisenyi,24.1,15.1,19.1,24.1,15.1,19.1,14.4,75.5,13,100,4.17,rain,0,0,21.6,11.9,311.4,1015.9,88.6,8,263.6,22.8,9,21.3,21.3,21.4,21.4,8.8,27.6,37.1,111,0.088,0.092,0.093,0.111
RUBAVU,Gisenyi,22.6,16.2,18.3,22.6,16.2,18.3,14.9,81.3,5.7,100,87.5,rain,0,0,19.4,15.1,300.4,1015.9,92.8,8,157.7,13.5,5,21.2,21.3,21.4,21.4,8.7,27.4,36.8,111,0.087,0.091,0.092,0.111
RUBAVU,Gisenyi,24,14.1,19.1,24,14.1,19.1,15,78.2,1,100,41.67,rain,0,0,19.4,14.8,354.3,1015.9,93.1,9.2,195,16.7,8,21.2,21.2,21.3,21.3,8.5,27.2,36.8,111,0.085,0.09,0.092,0.111
GASABO,Plateau du Bumbogo Buliza,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,34.9,18.4,7.8,1019.2,43.2,9.8,303.6,26.3,10,21.9,21.7,21.6,21.6,38.7,119.6,160.9,393,0.387,0.399,0.402,0.393
GASABO,Plateau du Bumbogo Buliza,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,21.2,14.8,315.9,1019.5,44.5,9.8,282.3,24.5,10,21.6,21.5,21.6,21.6,37.8,118.7,160.6,393,0.378,0.396,0.402,0.393
Huye,DorGran PlatSud,24.3,14.4,19.3,24.3,14.4,19.3,14.8,76.9,1.4,100,54.17,rain,0,0,30.2,6.5,17.7,1014.5,40.1,,243.8,21.1,8,20.8,20.6,20.2,20.2,37.2,120.6,171,403,0.372,0.402,0.428,0.403
Huye,DorGran PlatSud,23.7,15,19.3,23.7,15,19.3,15,77.4,0.2,100,8.33,rain,0,0,25.9,10.8,79.5,1014.2,66,,214.6,18.5,7,20.6,20.5,20.2,20.2,36.8,120.1,170.9,403,0.368,0.4,0.427,0.403
Huye,DorGran PlatSud,25,15,19.9,25,15,19.9,15.4,77,0.7,100,29.17,rain,0,0,27.4,8.6,62.9,1014.5,44.9,,256.2,22.1,9,20.6,20.5,20.2,20.2,36.5,119.3,170.2,403,0.365,0.398,0.426,0.403
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,26.9,15.4,21.3,27.1,15.4,21.3,15.3,71.2,5.914,100,4.17,rain,0,0,26.6,8.1,126.1,1019.3,48.6,9.8,228,19.7,8,16.3,16.4,16.4,16.4,46.7,141,186.1,485,0.467,0.47,0.465,0.485
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,29,18,22.7,28.8,18,22.7,15.4,64.8,0,0,0,,0,0,26.3,18.4,79.7,1019.5,62.6,9.5,232.6,20.1,8,16.1,16.3,16.4,16.4,46.6,140.9,186.3,484.5,0.466,0.47,0.466,0.484
Huye,DorGran PlatSud,24.3,14.4,19.3,24.3,14.4,19.3,14.8,76.9,1.4,100,54.17,rain,0,0,30.2,6.5,17.7,1014.5,40.1,,243.8,21.1,8,20.8,20.5,20.3,20.3,36.2,118.5,169.4,403,0.362,0.395,0.424,0.403
Huye,DorGran PlatSud,23.7,15,19.3,23.7,15,19.3,15,77.4,0.2,100,8.33,rain,0,0,25.9,10.8,79.5,1014.2,66,,214.6,18.5,7,20.6,20.6,20.3,20.3,35.9,118.4,169.5,403,0.359,0.395,0.424,0.403
Huye,DorGran PlatSud,25,15,19.9,25,15,19.9,15.4,77,0.7,100,29.17,rain,0,0,27.4,8.6,62.9,1014.5,44.9,,256.2,22.1,9,20.2,20.4,20.3,20.3,35.7,118.2,169.3,403,0.357,0.394,0.423,0.403
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,29,19,22.9,29.1,19,23,16.8,69.9,11.187,100,4.17,rain,0,0,26.3,14.8,85.1,1019.4,57.6,8.7,247.4,21.5,9,16.2,16.2,16.4,16.4,45.6,139.6,186.5,484,0.456,0.465,0.466,0.484
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,25,16.5,20.3,25,16.5,20.3,17.6,85.9,0.9,100,12.5,rain,0,0,25.2,12.4,175.1,1019.3,85.6,8,124.6,10.7,4,16,16.1,16.4,16.4,44.8,137.4,184.7,484,0.448,0.458,0.462,0.484
NYAMASHEKE,BAS-Fonds de la Dorsale Granitique,24.1,14.9,20.3,24.1,14.9,20.3,16.7,80.8,0.238,100,4.17,rain,0,0,20.9,8.8,121.8,1019.1,73.3,9.1,178.6,15.6,7,16.5,16.3,16.4,16.4,45.1,136.5,182.8,483.3,0.451,0.455,0.457,0.483
Plateau du Bumbogo Buliza,Plateau du Bumbogo Buliza,25.1,18,20.7,25.1,18,20.7,18,85.8,0.7,100,12.5,rain,0,0,16.6,11.2,161,1018.5,86.1,8,144.2,12.5,5,21.9,21.8,21.6,21.6,36.1,116,159.5,392,0.361,0.387,0.399,0.392
NYAMASHEKEKE,BAS-Fonds de la Dorsale Granitique,29,19,22.7,28.8,19,22.7,16.6,71.9,0.086,100,4.17,rain,0,0,26.3,13,67,1018.7,56,8.6,271,23.2,9,16.7,16.5,16.4,16.4,45.8,138.1,181.9,483,0.458,0.46,0.455,0.483
Plateau du Bumbogo Buliza,Plateau du Bumbogo Buliza,27,17,21.2,28.2,17,21.3,18.1,84.1,2.949,100,4.17,rain,0,0,19.8,12,140.9,1018.5,66.7,8.5,222.6,19.2,8,22.3,21.9,21.6,21.6,35.8,115.7,159.2,392,0.358,0.386,0.398,0.392
Moyenne Globale,Moyenne Globale,29,19,23.1,29.1,19,23.3,17,69.7,0,0,0,,0,0,24.5,14.8,77,1018.9,56.2,8.7,223.7,19.3,9,21.6,21.5,21.7,21.7,37,115,155.4,353,0.37,0.383,0.388,0.353
Moyenne Globale,Moyenne Globale,25.1,17.4,20.7,25.1,17.4,20.7,18.1,86.4,0.7,100,12.5,rain,0,0,19.8,11.2,157.5,1018.5,86.1,8,132.1,11.3,5,21.4,21.5,21.7,21.7,36.9,113,149.6,353,0.369,0.377,0.374,0.353
Moyenne Globale,Moyenne Globale,27,16.7,21.2,28.2,16.7,21.3,18.1,84,3,100,4.17,rain,0,0,24.8,12,141.7,1018.5,66.9,8.5,223.3,19.2,8,22.1,21.8,21.7,21.7,36.4,112.4,149.4,353,0.364,0.375,0.374,0.353
Moyenne Globale,Moyenne Globale,29,19,23.2,29.1,19,23.2,16.9,71.7,0,0,0,,0,0,28.1,13,42.6,1018.1,55.4,8.3,270.7,23.4,9,22.1,21.8,21.7,21.7,35.8,111.6,149.3,353,0.358,0.372,0.373,0.353
Moyenne Globale,Moyenne Globale,31,18,23.9,30.6,18,23.8,15.1,60.6,0,0,0,,0,0,32.4,18.4,27,1017.6,52.7,9.6,246.8,21.5,9,22.3,21.9,21.7,21.7,35,110.7,149,353,0.35,0.369,0.372,0.353
Moyenne Globale,Moyenne Globale,31,18,23.6,30.1,18,23.5,14.8,60.5,0.1,100,4.17,rain,0,0,32.4,16.6,14.5,1017.6,54.7,10,247.3,21.3,8,22.6,22.1,21.7,21.7,34.1,109.7,148.6,353,0.341,0.366,0.371,0.353
Huye,Huye,25.3,15.2,19.7,25.3,15.2,19.7,15.6,80,3.4,100,79.17,rain,0,0,34.9,13,6.2,1012.9,50.1,,293.6,25.4,10,20.3,20.3,20.2,20.2,38.9,124.5,171.8,403,0.389,0.415,0.43,0.403
Huye,SKamMuku,25.7,14.9,20,25.7,14.9,20,15.7,78.5,0.4,100,16.67,rain,0,0,39.6,13.3,31.6,1012.9,72.7,,285.1,24.7,10,20.6,20.3,20.2,20.2,38.6,124.1,171.6,403,0.386,0.414,0.429,0.403
Huye,SNyaNyar,26.4,13.9,20.3,26.4,13.9,20.3,14.3,71.2,0.5,100,20.83,rain,0,0,36.7,14,6.3,1013.4,69.8,,301.4,26.1,10,20.9,20.5,20.2,20.2,38,123.4,171.2,403,0.38,0.411,0.428,0.403
Huye,SNyaNyar,25.6,13.8,20.2,25.6,13.8,20.2,14.5,71.9,1,100,33.33,rain,0,0,28.4,13,315,1014,55.2,,270.6,23.4,10,20.5,20.4,20.2,20.2,37.4,122.5,170.8,403,0.374,0.408,0.427,0.403
Huye,SKamMuku,23.3,14.5,18.7,23.3,14.5,18.7,15.2,81,10,100,100,rain,0,0,28.1,14.4,279.7,1013.4,86,,183.7,15.9,7,20.8,20.5,20.2,20.2,36.8,121.4,169.8,403,0.368,0.405,0.425,0.403
Huye,SKamMuku,23.2,13.6,18,23.2,13.6,18,14.8,82.7,10.7,100,100,rain,0,0,25.6,10.1,330.7,1013.8,72.1,,185.4,16.1,8,20.8,20.6,20.2,20.2,36.6,120.6,169.6,403,0.366,0.402,0.424,0.403
Huye,SNyaNyar,24.3,14.4,19.3,24.3,14.4,19.3,14.8,76.9,1.4,100,54.17,rain,0,0,30.2,6.5,17.7,1014.5,40.1,,243.8,21.1,8,20.8,20.6,20.2,20.2,37.2,120.6,171,403,0.372,0.402,0.428,0.403
Huye,SNyaNyar,23.7,15,19.3,23.7,15,19.3,15,77.4,0.2,100,8.33,rain,0,0,25.9,10.8,79.5,1014.2,66,,214.6,18.5,7,20.6,20.5,20.2,20.2,36.8,120.1,170.9,403,0.368,0.4,0.427,0.403
Huye,SKamMuku,25,15,19.9,25,15,19.9,15.4,77,0.7,100,29.17,rain,0,0,27.4,8.6,62.9,1014.5,44.9,,256.2,22.1,9,20.6,20.5,20.2,20.2,36.5,119.3,170.2,403,0.365,0.398,0.426,0.403
Huye,Plateu de Sud butare,24.6,14.3,19.6,24.6,14.3,19.6,15.7,80.2,2.3,100,70.83,rain,0,0,27.4,10.4,283.2,1014.3,78.2,,227.2,19.6,9,20.8,20.5,20.3,20.3,36.2,118.5,169.4,403,0.362,0.395,0.424,0.403
Huye,Plateu de Sud butare,22.1,16.3,18.4,22.1,16.3,18.4,15.9,86.4,5.2,100,95.83,rain,0,0,25.9,11.9,322.1,1014.2,97.6,,126.8,11.2,6,20.6,20.6,20.3,20.3,35.9,118.4,169.5,403,0.359,0.395,0.424,0.403
Huye,Plateu de Sud butare,23.5,15.5,18.8,23.5,15.5,18.8,15.3,81.2,2.1,100,87.5,rain,0,0,19.8,13,28.7,1014.5,83.6,,206.2,17.8,7,20.2,20.4,20.3,20.3,35.7,118.2,169.3,403,0.357,0.394,0.423,0.403
Huye,Plateu de Sud butare,25.2,14.4,19.5,25.2,14.4,19.5,14.8,75.9,0.5,100,20.83,rain,0,0,26.3,10.8,44,1013.9,88.6,,277.5,24,9,20.8,20.5,20.3,20.3,35.5,117.8,169,403,0.355,0.393,0.422,0.403
Huye,Plateu de Sud butare,25.1,15.1,19.9,25.1,15.1,19.9,15,75.4,0.4,100,16.67,rain,0,0,30.6,16.6,14.6,1013.4,90.2,,245.6,21.1,9,21.2,20.7,20.3,20.3,35.5,117.4,168.2,403,0.355,0.391,0.42,0.403
Huye,Plateu de Sud butare,24.9,14.5,20.3,24.9,14.5,20.3,14.6,71.7,0.2,100,8.33,rain,0,0,29.5,11.5,323.8,1013,84.4,,235.8,20.4,9,21.3,20.8,20.3,20.3,35.2,117.3,167.6,403,0.352,0.391,0.419,0.403
Huye,Plateu de Sud butare,24.3,15.5,20.1,24.3,15.5,20.1,14.6,72,0.3,100,12.5,rain,0,0,31.7,8.3,292.9,1012.8,93.7,,216.7,18.6,8,21.4,21,20.3,20.3,34.7,116.8,167.3,403,0.347,0.389,0.418,0.403
Huye,Plateu de Sud butare,26.1,14.3,20.6,26.1,14.3,20.6,14.5,70.4,0,0,0,,0,0,26.6,10.8,333.6,1012,88.7,,252.4,21.8,8,21.7,21.1,20.3,20.3,34.3,116.3,166.9,403,0.343,0.388,0.417,0.403
Huye,Plateu de Sud butare,25.4,15.5,20.1,25.4,15.5,20.1,14.9,73.6,2.2,100,70.83,rain,0,0,33.5,6.5,256.9,1013.8,89.6,,202.7,17.4,8,21.8,21.3,20.3,20.3,34,115.7,166.3,403,0.34,0.386,0.416,0.403
Huye,Plateu de Sud butare,24,15.4,19.3,24,15.4,19.3,15.5,80.5,2.9,100,83.33,rain,0,0,25.9,10.1,306.5,1013,72.1,,219.2,19.1,8,21.9,21.3,20.3,20.3,33.9,115.7,166.6,403,0.339,0.386,0.416,0.403
Huye,Plateu de Sud butare,23,15.5,18.9,23,15.5,18.9,15.6,82.6,0,0,0,,0,0,25.2,7.6,96.9,1013.6,85.6,,169.6,14.7,6,21.6,21.4,20.3,20.3,34.1,115.6,166.2,403,0.341,0.385,0.416,0.403
Huye,Plateu de Sud butare,25,15.4,19.8,25,15.4,19.8,15.3,78.1,1.4,100,58.33,rain,0,0,31.3,11.9,77.2,1015.3,88.1,,262.8,22.7,9,21.1,21.1,20.3,20.3,35,115.8,166,403,0.35,0.386,0.415,0.403
Huye,Huye,25.3,14.7,19.7,25.3,14.7,19.7,16,80.7,2.9,100,70.83,rain,0,0,35.3,10.1,67.1,1015.8,95.9,,272.6,23.7,9,19.8,20.6,20.3,20.3,38,117.4,167.5,403,0.38,0.391,0.419,0.403
Huye,Huye,25,16.2,20.2,25,16.2,20.2,16.7,81.8,2.8,100,87.5,rain,0,0,27,10.8,93.8,1012.8,85.2,,228,19.6,8,20.1,20.2,20.3,20.3,39.8,117.3,167.1,403,0.398,0.391,0.418,0.403
Huye,Huye,24.7,15.9,20,24.7,15.9,20,16.4,81.9,2,100,70.83,rain,0,0,31.3,8.6,62.2,1013.3,95.8,,205.6,17.7,7,20.4,20.6,20.3,20.3,39.9,117.3,166.2,403,0.399,0.391,0.416,0.403
Huye,Huye,24.8,14.1,19.1,24.8,14.1,19.1,15.3,81.2,0.1,100,4.17,rain,0,0,34.6,11.5,34.6,1013.3,79.5,,219.2,18.8,8,19.9,20.2,20.4,20.4,40.6,117.5,166.2,402.5,0.406,0.392,0.416,0.403
Huye,Huye,26.2,13,19.6,26.2,13,19.6,15,77.4,1.5,100,50,rain,0,0,31.7,12.2,72,1013.7,58.5,,311.6,27,10,20,20.2,20.4,20.4,40.1,117.5,166.2,402,0.401,0.392,0.415,0.402
Huye,Huye,27.3,14.7,20.8,27.2,14.7,20.8,14.7,71.3,0.5,100,20.83,rain,0,0,32.8,9.7,83.7,1012.1,68.9,,325.3,28.1,10,20.7,20.4,20.4,20.4,39,117.1,165.9,402,0.39,0.39,0.415,0.402
Huye,Huye,27.2,15.8,21.2,27.3,15.8,21.2,15.5,72.7,3.1,100,100,rain,0,0,27.7,11.5,62.2,1011,87.5,,292.4,25.1,10,20.9,20.6,20.4,20.4,38,116.5,165.5,402,0.38,0.388,0.414,0.402
Huye,Huye,26.2,15.9,21.1,26.2,15.9,21.1,15.5,73,3.8,100,95.83,rain,0,0,27.4,10.4,341.2,1011.4,88.2,,246.5,21.2,9,21,20.7,20.4,20.4,37.2,115.8,165,402,0.372,0.386,0.413,0.402
Huye,Huye,26.7,14.6,20.6,26.7,14.6,20.6,15.4,75.4,3.2,100,83.33,rain,0,0,26.3,15.5,298.6,1013.7,91.9,,274.7,23.7,9,21.2,20.8,20.4,20.4,37,115.5,164.8,402,0.37,0.385,0.412,0.402
Gatsibo,Gatsibo,29,17,22.5,28.8,17,22.6,17.1,74.5,0.1,100,4.17,rain,0,0,37.4,18.4,30.7,1018.5,42.5,9.5,288.9,24.7,10,20.8,20.4,20.2,20.2,40.2,124.8,169,401,0.402,0.416,0.422,0.401
Gatsibo,Gatsibo,30,14.2,22.7,30,14.2,22.7,15,65.4,0,0,0,,0,0,37.8,18.4,20.5,1016.9,54.3,9.8,285.1,24.6,10,20.9,20.5,20.2,20.2,39.5,123.9,168.5,401,0.395,0.413,0.421,0.401
Gatsibo,Gatsibo,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,36,18.4,7,1019.2,45.2,9.8,305.7,26.5,10,20.7,20.5,20.2,20.2,38.3,121.9,167,401,0.383,0.406,0.418,0.401
Gatsibo,Gatsibo,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,31,14.8,315.8,1019.5,45.8,9.8,293.8,25.4,10,20.6,20.4,20.2,20.2,37,120.2,166,401,0.37,0.401,0.415,0.401
Gatsibo,Gatsibo,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.2,60.2,9.6,212.5,18.3,8,20.7,20.5,20.2,20.2,36.3,119,165.2,401,0.363,0.397,0.413,0.401
Gatsibo,Gatsibo,25.5,18.9,20.5,25.5,18.9,20.5,17.2,82.2,0.7,100,4.17,rain,0,0,22.7,100.1,331.2,1018.7,76.5,8.8,218.9,19,8,20.8,20.5,20.2,20.2,36.7,118.5,164.7,400.6,0.367,0.395,0.412,0.401
Gatsibo,Gatsibo,28,18,21.9,28.3,18,22,17,76.3,0,0,0,,0,0,33.1,14.1,100.1,1019.1,65.8,9,263.1,22.8,9,21,20.6,20.2,20.2,37.5,119.1,164,400,0.375,0.397,0.41,0.4
Gatsibo,Gatsibo,28.5,16.1,22.2,28.4,16.1,22.2,15.7,69.6,2.041,100,4.17,rain,0,0,28.4,9.2,77.3,1018.8,43,9.2,271,23.4,9,21,20.8,20.2,20.2,36.8,118.7,163.8,400,0.368,0.396,0.41,0.4
Moyenne Globale,Moyenne Globale,28,15.4,22.6,28.3,15.4,22.6,15.8,67.9,0,0,0,,0,0,27.7,13,292.8,1016.3,66.3,8.9,214.1,18.5,8,22.7,22.2,21.7,21.7,33.4,108.8,148.2,353,0.334,0.363,0.37,0.353
Moyenne Globale,Moyenne Globale,31,15.7,24,29.8,15.7,23.8,14.3,58.4,0,0,0,,0,0,24.5,11.2,30.8,1016.7,47.4,9,257.6,22.3,8,22.5,22.2,21.7,21.7,32.8,108,147.8,353,0.328,0.36,0.369,0.353
Moyenne Globale,Moyenne Globale,30,16.6,22.5,29.7,16.6,22.6,15.9,68.2,0.2,100,4.17,rain,0,0,23.4,22.3,211.3,1017.6,71.6,8.8,182.1,15.6,7,22.8,22.4,21.7,21.7,32.2,107.1,147.2,353,0.322,0.357,0.368,0.353
Moyenne Globale,Moyenne Globale,28.9,17,22.3,29,17,22.4,17.1,74.4,1,100,4.17,rain,0,0,26.3,13,189.7,1018.8,57.1,7.8,222.3,19.3,8,22.9,22.6,21.7,21.7,32.1,106.7,147.1,353,0.321,0.356,0.368,0.353
RWAMAGANA,Kigabiro,29,17,22.6,28.8,17,22.6,17.1,74.4,0,0,0,,0,0,30.6,18.4,31.5,1018.5,42.8,9.5,286.2,24.7,10,22.7,22.5,22.6,22.6,36.4,110,142.8,330,0.364,0.367,0.357,0.33
RWAMAGANA,Kiziguro,30,16,23.2,30,16,23.2,15.4,65.3,0,0,0,,0,0,34.6,18.4,22.6,1016.7,55.7,9.8,296,25.7,10,22.8,22.5,22.6,22.6,36.1,109.5,142.7,330,0.361,0.365,0.357,0.33
RWAMAGANA,Kigabiro,31,17,23.5,30.1,17,23.3,14.3,59,0,0,0,,0,0,33.1,18.4,6.5,1019.2,43.3,9.8,304.5,26.4,10,22.9,22.6,22.6,22.6,35,108.7,142.2,330,0.35,0.362,0.356,0.33
RWAMAGANA,Kiziguro,28,17,22.9,28.6,17,23,15.5,64.4,0,0,0,,0,0,28.8,14.8,315.7,1019.5,45.5,9.8,285.5,24.6,10,22.6,22.5,22.6,22.6,33.9,107.8,141.8,330,0.339,0.359,0.355,0.33
RWAMAGANA,Kigabiro,29.1,15.1,23.2,28.8,15.1,23.2,15.1,63.1,0.1,100,4.17,rain,0,0,42.5,13,344.9,1018.2,60.2,9.6,268,23.2,9,22.8,22.6,22.6,22.6,32.7,107.2,141.6,330,0.327,0.357,0.354,0.33
RWAMAGANA,Kiziguro,26,18.9,20.6,26,18.9,20.6,17.3,82.6,0.7,100,4.17,rain,0,0,24.8,100.1,328.2,1018.7,76.2,8.7,224.7,19.5,8,22.8,22.6,22.6,22.6,32.2,106.6,141.2,330,0.322,0.355,0.353,0.33
RWAMAGANA,Kigabiro,28.1,18,22,28.6,18,22.1,17.2,76.4,0,0,0,,0,0,32.4,14.8,74.9,1019,65.3,8.8,259.8,22.5,9,22.7,22.6,22.6,22.6,32.3,106.7,142.2,329.5,0.323,0.356,0.356,0.33
RWAMAGANA,Kiziguro,29,17,22.7,28.8,17,22.7,15.9,69,0,0,0,,0,0,28.1,11.2,68.1,1018.6,40.3,9,240,20.8,9,23.2,22.8,22.6,22.6,31.7,106.7,142.6,329,0.317,0.356,0.357,0.329
NYAGATARE,NYAGATARE,29.1,14.4,23.2,28.8,14.4,23.2,15,63,0,0,0,,0,0,42.5,13,347.9,1018.2,60.2,9.6,212.5,18.3,8,20.8,20.7,20.3,20.3,34.9,114.5,156.5,404,0.349,0.382,0.391,0.404
NYAGATARE,NYAGATARE,25.1,18.9,20.5,25.1,18.9,20.5,17.1,81.9,0.7,100,4.17,rain,0,0,28.1,100.1,333.5,1018.7,76.8,8.9,218.9,19,8,21.1,20.7,20.3,20.3,35.1,113.4,156.2,404,0.351,0.378,0.39,0.404
Gatsibo,Gatsibo,29,18,23.1,28.8,18,23.1,15.5,64.4,0,0,0,,0,0,31.7,18.4,72.5,1019,60.9,9,269.6,23.3,10,20.8,20.7,20.2,20.2,36.2,117.9,163.4,400,0.362,0.393,0.409,0.4
RWAMAGANA,ERwaNten,29,18,23.2,28.8,18,23.2,15.6,64.2,0,0,0,,0,0,29.2,18.4,69.1,1018.9,60.7,8.8,251.8,21.9,9,23.1,22.8,22.6,22.6,30.9,106.2,142.4,329,0.309,0.354,0.356,0.329
RWAMAGANA,ERwaNten,29,19,23.1,29.1,19,23.3,17,69.7,0,0,0,,0,0,23.4,14.8,77,1018.9,56.2,8.7,248.9,21.5,9,23.3,22.9,22.6,22.6,30.2,105.8,142,329,0.302,0.353,0.355,0.329
NYANZA,NyagCyab,29,17,22.6,28.8,17,22.6,17.1,74.1,0.3,100,4.17,rain,0,0,32,18.4,32.6,1018.5,43.2,9.5,251.6,21.8,9,19.6,19.6,19.5,19.5,41.3,129.4,176.2,413,0.413,0.431,0.44,0.413
Gatsibo,Gatsibo,25.1,16.5,20.7,25.1,16.5,20.7,17.9,85.4,0.4,100,12.5,rain,0,0,22.3,11.2,155.7,1018.5,85.3,8,182,15.7,7,20.9,20.7,20.2,20.2,35.6,117.2,163,400,0.356,0.391,0.408,0.4
NYANZA,NyagCyab,30,16.5,23.2,30,16.5,23.2,15.5,65.5,0.7,100,16.67,rain,0,0,37.8,18.4,30.9,1016.9,55.4,9.8,265.1,23.1,10,19.9,19.6,19.5,19.5,40.8,128.3,175.2,413,0.408,0.428,0.438,0.413
